,Title,Author,Link,Price,Rating,Rating Count
163,Frank EMU Books The Complete Cursive Handwriting Module 5 - Hello Mr. Pen - Cursive Writing Book for Kids Age 9 Years and Above With Fun Activities,unknown,https://amazon.in/Hello-Mr-Pen-Nil/dp/8173793980/ref=sr_1_122?keywords=Books&qid=1649735631&sr=8-122,unkown,unknown,unknown
164,Personality Development Handbook,unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A04788671E53FMKU0X870&url=%2FPersonality-Development-Handbook-D-Sabharwal%2Fdp%2F8172343175%2Fref%3Dsr_1_123_sspa%3Fkeywords%3DBooks%26qid%3D1649735631%26sr%3D8-123-spons%26psc%3D1%26smid%3DA3H3WE9M6NY1KV&qualifier=1649735631&id=7600443897296507&widgetName=sp_mtf,unkown,unknown,unknown
165,A Wealth of Common Sense: Why Simplicity Trumps Complexity in Any Investment Plan (Bloomberg),Ben Carlson,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg8_1?ie=UTF8&adId=A09444441JCLVZ3IP68U0&url=%2FWealth-Common-Sense-Simplicity-Complexity-ebook%2Fdp%2FB00TWK3TX4%2Fref%3Dsr_1_124_sspa%3Fkeywords%3DBooks%26qid%3D1649735631%26sr%3D8-124-spons%26psc%3D1&qualifier=1649735631&id=7600443897296507&widgetName=sp_mtf,294.41,4.6 out of 5 stars,185
166,"MHT-CET Triumph Physics, Chemistry and Maths (PCM) MCQ Books Combo for Engineering and Pharmacy Entrance Exam | Based on relevant chapters of 11th and 12th Syllabus of Maharashtra Board | 3 Books [Paperback] Content Team at Target Publications [Paperback] Content Team at Target Publications",Content Team at Target Publications,https://amazon.in/MHT-CET-Triumph-Physics-Chemistry-Syllabus/dp/B07GFN1T9P/ref=sr_1_125?keywords=Books&qid=1649735631&sr=8-125,"1,195",4.3 out of 5 stars,506
167,Activity Book for Kids - 200+ English Activities for Age 3+,Maple Press,https://amazon.in/Activity-Book-Kids-English-Activities/dp/939192459X/ref=sr_1_126?keywords=Books&qid=1649735631&sr=8-126,95,5.0 out of 5 stars,1
168,Animal Riddles Book: 300 fun riddles and brain-teasers (National Geographic Kids),National Geographic Kids,https://amazon.in/Animal-Riddles-Book-brain-teasers-Geographic/dp/000848015X/ref=sr_1_127?keywords=Books&qid=1649735631&sr=8-127,399,4.7 out of 5 stars,102
169,Mukhya Sevika - Latest 2022 Gujarati Medium Book- મુખ્ય સેવિકા પરીક્ષા -Krishnam Academy,unknown,https://amazon.in/Mukhya-Sevika-Gujarati-%E0%AA%AA%E0%AA%B0%E0%AB%80%E0%AA%95%E0%AB%8D%E0%AA%B7%E0%AA%BE-Krishnam/dp/B09QJ1DTQV/ref=sr_1_128?keywords=Books&qid=1649735631&sr=8-128,unkown,unknown,unknown
170,365 Colouring Book for Kids - Painting and Drawing Book with 368 Big Pictures,Dreamland Publications,https://amazon.in/365-Colouring-Book-Dreamland-Publications/dp/9350895668/ref=sr_1_129?keywords=Books&qid=1649735631&sr=8-129,243,4.6 out of 5 stars,"4,521"
171,Look Who's Hiding - Forest : Pull The Tab Novelty Books For Children,Wonder House Books,https://amazon.in/Look-Whos-Hiding-Novelty-Children/dp/9389432286/ref=sr_1_130?keywords=Books&qid=1649735631&sr=8-130,184,4.7 out of 5 stars,69
172,Brain Activity Book for Kids - 200+ Activities for Age 4+,unknown,https://amazon.in/Brain-Activity-Book-Kids-Activities/dp/9391924301/ref=sr_1_131?keywords=Books&qid=1649735631&sr=8-131,unkown,unknown,unknown
173,"Cursive Handwriting - Small Letters, Capital Letters, Joining Letters and Word Family : Level 1 Practice Workbooks For Children (Set of 4 Books)",Wonder House Books,https://amazon.in/Cursive-Handwriting-Practice-Workbooks-Children/dp/9390183804/ref=sr_1_132?keywords=Books&qid=1649735631&sr=8-132,311,4.5 out of 5 stars,155
174,Daily Inspiration For Everyday Men: A Collection of 365 Inspirational Quotes,unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0470284289S82TQHQVEH&url=%2FDaily-Inspiration-Everyday-Men-Inspirational%2Fdp%2F9390183480%2Fref%3Dsr_1_133_sspa%3Fkeywords%3DBooks%26qid%3D1649735631%26sr%3D8-133-spons%26psc%3D1%26smid%3DA3H3WE9M6NY1KV&qualifier=1649735631&id=7600443897296507&widgetName=sp_btf,unkown,unknown,unknown
175,Colouring Books Boxset: Pack of 12 Copy Colour Books for Children,Wonder House Books,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg8_1?ie=UTF8&adId=A0452463FMO8E20PAY9Q&url=%2FColouring-Books-Kids-Colour-Children%2Fdp%2F9388369785%2Fref%3Dsr_1_134_sspa%3Fkeywords%3DBooks%26qid%3D1649735631%26sr%3D8-134-spons%26psc%3D1&qualifier=1649735631&id=7600443897296507&widgetName=sp_btf,349,4.5 out of 5 stars,"2,818"
176,AICTE Recommended| Management| By Pearson,Stephen P. Robbins,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A0406840KNQE4AUJQUNW&url=%2FManagement-Pearson-Stephen-P-Robbins%2Fdp%2F9353067227%2Fref%3Dsr_1_129_sspa%3Fkeywords%3DBooks%26qid%3D1649735636%26sr%3D8-129-spons%26psc%3D1%26smid%3DA1X71CVY6NMAVW&qualifier=1649735637&id=5395776813823131&widgetName=sp_atf_next,760,4.3 out of 5 stars,104
177,Common Stocks and Uncommon Profits and Other Writings: 40 (Wiley Investment Classics),Philip A. Fisher,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg9_1?ie=UTF8&adId=A01698113R3OVJEXBFYKR&url=%2FUncommon-Profits-Writings-Investment-Classics%2Fdp%2F0471445509%2Fref%3Dsr_1_130_sspa%3Fkeywords%3DBooks%26qid%3D1649735636%26sr%3D8-130-spons%26psc%3D1&qualifier=1649735637&id=5395776813823131&widgetName=sp_atf_next,400,4.2 out of 5 stars,"1,344"
178,"MHT-CET Triumph Physics, Chemistry and Biology (PCB) MCQ Books Combo for Pharmacy Entrance Exam | Based on relevant chapters of 11th and 12th Syllabus of Maharashtra State Board | 3 Books [Paperback] Content Team at Target Publications [Paperback] Content Team at Target Publications",unknown,https://amazon.in/MHT-CET-Triumph-Physics-Chemistry-Syllabus/dp/B07GFNGJ4G/ref=sr_1_131?keywords=Books&qid=1649735636&sr=8-131,unkown,unknown,unknown
179,Frank EMU Books Graded Classics Story Book for Kids Age 11 to 12 Years - The Adventures of Sherlock Holmes - English Novel for Children,unknown,https://amazon.in/Adventure-Sherlock-Holmes-4-arthur-Conana/dp/8173797471/ref=sr_1_132?keywords=Books&qid=1649735636&sr=8-132,unkown,unknown,unknown
180,Word Search - Vocabulary Booster: Classic Word Puzzles For Everyone,Wonder House Books,https://amazon.in/Word-Search-Vocabulary-Booster-Everyone/dp/9389717272/ref=sr_1_133?keywords=Books&qid=1649735636&sr=8-133,99,4.4 out of 5 stars,45
181,"KBC 14 GK Quiz Book : 15000+ Question Answer, 700+ Pages (Hindi Edition)",unknown,https://amazon.in/KBC-14-GK-Quiz-Book-ebook/dp/B09XK7383Y/ref=sr_1_134?keywords=Books&qid=1649735636&sr=8-134,unkown,unknown,unknown
182,Welcome Home: A Guide to Building a Home For Your Soul,Najwa Zebian,https://amazon.in/Welcome-Home-Poets-Guide-Building/dp/1473699991/ref=sr_1_135?keywords=Books&qid=1649735636&sr=8-135,570,4.7 out of 5 stars,645
183,Ramayan Book In Hindi Geeta Press Gorakhpur Pack of 1 | Ramcharitmanas Geeta Press Gorakhpur Hindi By Tulsidas with Hindi Meaning Code-81,unknown,https://amazon.in/Ramayan-Gorakhpur-Ramcharitmanas-Tulsidas-Meaning/dp/B09GSB1BRL/ref=sr_1_136?keywords=Books&qid=1649735636&sr=8-136,unkown,unknown,unknown
184,"Blossom Jumbo Colouring Book for Kids 3 years to 5 years old | Drawing, Coloring and Art Book for Girls and Boys | A3 Colour Book for Kids | Level 1 [Paperback] Content Team at Target Publications",unknown,https://amazon.in/Creative-Colouring-Children-Coloring-Reference/dp/B07YD7NCNL/ref=sr_1_137?keywords=Books&qid=1649735636&sr=8-137,unkown,unknown,unknown
185,Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind in Hindi),Joseph Murphy,https://amazon.in/Avchetan-Shakti-Power-Subconscious-Hindi/dp/8175993669/ref=sr_1_138?keywords=Books&qid=1649735636&sr=8-138,99,4.4 out of 5 stars,"9,266"
186,"Corporate Chanakya, 10th Anniversary Edition-2021: Successful Management the Chanakya Way",Radhakrishnan Pillai,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A08528512QWAWDCEYESYV&url=%2FCorporate-Chanakya-Radhakrishnan-Pillai%2Fdp%2F8184951337%2Fref%3Dsr_1_139_sspa%3Fkeywords%3DBooks%26qid%3D1649735636%26sr%3D8-139-spons%26psc%3D1&qualifier=1649735637&id=5395776813823131&widgetName=sp_mtf,220,4.4 out of 5 stars,"1,657"
187,"The Great Workplace: How to Build It, How to Keep It, and Why It Matters",Michael Burchell,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg9_1?ie=UTF8&adId=A095534424MUE733JHGBI&url=%2FGreat-Workplace-Build-Keep-Matters-ebook%2Fdp%2FB004EEOJVY%2Fref%3Dsr_1_140_sspa%3Fkeywords%3DBooks%26qid%3D1649735636%26sr%3D8-140-spons%26psc%3D1&qualifier=1649735637&id=5395776813823131&widgetName=sp_mtf,323.91,4.3 out of 5 stars,29
188,WRIST ASSURED: AN AUTOBIOGRAPHY,unknown,https://amazon.in/WRIST-ASSURED-AUTOBIOGRAPHY-Gundappa-Vishwanath/dp/9355203144/ref=sr_1_141?keywords=Books&qid=1649735636&sr=8-141,unkown,unknown,unknown
189,A Way,unknown,https://amazon.in/Way-Akshay-Kumar/dp/9355650825/ref=sr_1_142?keywords=Books&qid=1649735636&sr=8-142,unkown,unknown,unknown
190,A Concise Text Book of Clinical Pathology Hematology & Blood Banking,unknown,https://amazon.in/Concise-Clinical-Pathology-Hematology-Banking/dp/8195433464/ref=sr_1_143?keywords=Books&qid=1649735636&sr=8-143,unkown,unknown,unknown
191,Self Study Guide LLB Entrance Examination 2022,unknown,https://amazon.in/Self-Study-Guide-Entrance-Examination/dp/9325793466/ref=sr_1_144?keywords=Books&qid=1649735636&sr=8-144,unkown,unknown,unknown
192,My First Pop-Up Fairy Tales - Three Little Pigs : Pop up Books for children,unknown,https://amazon.in/My-First-Pop-Up-Fairy-Tales/dp/9354400124/ref=sr_1_145?keywords=Books&qid=1649735636&sr=8-145,unkown,unknown,unknown
193,Abhinav Year Book 2022,unknown,https://amazon.in/Abhinav-Year-Book-Pradeep-Sanap/dp/B09PKFYX37/ref=sr_1_146?keywords=Books&qid=1649735636&sr=8-146,unkown,unknown,unknown
194,101 Good Night Stories,unknown,https://amazon.in/Good-Night-Stories-Books-Editorial/dp/9353765536/ref=sr_1_147?keywords=Books&qid=1649735636&sr=8-147,unkown,unknown,unknown
195,"My Little Book of Krishna: Illustrated board books on Hindu mythology, Indian gods & goddesses for kids age 3+; A Puffin Original.",Ashwitha Jayakumar,https://amazon.in/Little-Book-Krishna-Illustrated-mythology/dp/0143453246/ref=sr_1_148?keywords=Books&qid=1649735636&sr=8-148,123,4.7 out of 5 stars,159
196,My First 100 Numbers: Padded Board Books,Wonder House Books,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A08502461IX1OZLU07EFZ&url=%2FFirst-Numbers-Wonder-House-Editorial%2Fdp%2F9387779491%2Fref%3Dsr_1_149_sspa%3Fkeywords%3DBooks%26qid%3D1649735636%26sr%3D8-149-spons%26psc%3D1%26smid%3DA3H3WE9M6NY1KV&qualifier=1649735637&id=5395776813823131&widgetName=sp_btf,189,3.9 out of 5 stars,48
197,Daily Inspiration For Everyday Women: A Collection of 365 Inspirational Quotes,unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg9_1?ie=UTF8&adId=A022933918H3NCQDVOZEN&url=%2FDaily-Inspiration-Everyday-Women-Inspirational%2Fdp%2F9390183499%2Fref%3Dsr_1_150_sspa%3Fkeywords%3DBooks%26qid%3D1649735636%26sr%3D8-150-spons%26psc%3D1&qualifier=1649735637&id=5395776813823131&widgetName=sp_btf,unkown,unknown,unknown
198,Data Mining: Concepts and Techniques (The Morgan Kaufmann Series in Data Management Systems),Jiawei Han,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A04065964MP0QD5L8GZJ&url=%2FData-Mining-Concepts-Techniques-Management%2Fdp%2F0123814790%2Fref%3Dsr_1_145_sspa%3Fkeywords%3DBooks%26qid%3D1649735640%26sr%3D8-145-spons%26psc%3D1&qualifier=1649735640&id=3288976089916326&widgetName=sp_atf_next,"1,340",4.4 out of 5 stars,207
199,2022 Study Material Compatible for CFA Level 1 Curriculum Institute Books (Set of 6),unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg10_1?ie=UTF8&adId=A03053821AU52KB7D6UPN&url=%2FStudy-Material-compatible-Curriculum-Institute%2Fdp%2FB097P9QQJY%2Fref%3Dsr_1_146_sspa%3Fkeywords%3DBooks%26qid%3D1649735640%26sr%3D8-146-spons%26psc%3D1&qualifier=1649735640&id=3288976089916326&widgetName=sp_atf_next,unkown,unknown,unknown
200,AN ANTIQUE MURDER an absolutely gripping murder mystery full of twists (The Oldminster Mysteries Book 2),NORMAN RUSSELL,https://amazon.in/ANTIQUE-absolutely-gripping-Oldminster-Mysteries-ebook/dp/B09R5V597T/ref=sr_1_147?keywords=Books&qid=1649735640&sr=8-147,0,4.3 out of 5 stars,858
201,108 Indian Mythology Stories (Illustrated) – Story Book for Kids,Maple Press,https://amazon.in/108-Mythology-Stories-Illustrated-children/dp/9390292212/ref=sr_1_148?keywords=Books&qid=1649735640&sr=8-148,150,4.5 out of 5 stars,390
202,HOTNIX Magic Practice Copy Books Set of 4 Magic Writing & Drawing Books Kit Calligraphy Books for kids Alphabets for Kids Learning Handwriting Practice Copybook for Kids With Pen set for Preschooler,unknown,https://amazon.in/Practice-Calligraphy-Alphabets-Handwriting-Preschooler/dp/B09TTHCZ4Q/ref=sr_1_149?keywords=Books&qid=1649735640&sr=8-149,unkown,unknown,unknown
203,"Phonics Reader 5 Books Pack for Children Age 3 -10 Years -Alphabet Sounds, A to Z, Short and Long Vowel Sounds, Word Families Short and Long Vowel Sounds, Blends and Combination Sounds, Tricky Words",Dreamland Publications,https://amazon.in/Phonics-Children-Alphabet-Families-Combination/dp/9389281393/ref=sr_1_150?keywords=Books&qid=1649735640&sr=8-150,649,4.5 out of 5 stars,216
204,"Isapniti Book in Marathi, Story Books Combo Pack for Kids, Children Literature, Moral stories, इसापनीती बाल कथा, छान छान गोष्टी पुस्तके, लहान मुलांच्या गोष्टीचे पुस्तक, बोधकथा",unknown,https://amazon.in/Isapniti-Children-Literature-%E0%A4%87%E0%A4%B8%E0%A4%BE%E0%A4%AA%E0%A4%A8%E0%A5%80%E0%A4%A4%E0%A5%80-%E0%A4%AE%E0%A5%81%E0%A4%B2%E0%A4%BE%E0%A4%82%E0%A4%9A%E0%A5%8D%E0%A4%AF%E0%A4%BE/dp/B09C1SKFM6/ref=sr_1_151?keywords=Books&qid=1649735640&sr=8-151,unkown,unknown,unknown
205,"1000 Sudoku Puzzle Books For Adults | For Beginner To Expert (Easy, Medium, Difficult, Hard) | Vol 1",unknown,https://amazon.in/Sudoku-Puzzle-Adults-Beginner-Difficult/dp/B09SHSSZCC/ref=sr_1_152?keywords=Books&qid=1649735640&sr=8-152,unkown,unknown,unknown
206,My First Complete Learning Library: Boxset of 20 Board Books Gift Set for Kids (Horizontal Design): Box Set of 20 Board Books for Children,Wonder House Books,https://amazon.in/First-Learning-Library-Box-Set/dp/9388369882/ref=sr_1_153?keywords=Books&qid=1649735640&sr=8-153,769,4.6 out of 5 stars,"9,300"
207,Technical Analysis Aur Candlestick Ki Pehchan - Guide To Technical Analysis & Candlesticks Hindi,unknown,https://amazon.in/Technical-Analysis-Aur-Candlestick-Pehchan/dp/B00OZUHBZI/ref=sr_1_154?keywords=Books&qid=1649735640&sr=8-154,unkown,unknown,unknown
208,The Warren Buffett Way,Robert G. Hagstrom,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A0229971Z7LIYI38NVN3&url=%2FWarren-Buffett-Way-Robert-Hagstrom-ebook%2Fdp%2FB00FAMMZN8%2Fref%3Dsr_1_155_sspa%3Fkeywords%3DBooks%26qid%3D1649735640%26sr%3D8-155-spons%26psc%3D1&qualifier=1649735640&id=3288976089916326&widgetName=sp_mtf,200.45,4.4 out of 5 stars,"1,524"
209,How To Raise Your Own Salary (Hindi),unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg10_1?ie=UTF8&adId=A09080081RFB6XJWEXT0Z&url=%2FHow-Raise-Your-Salary-Hindi%2Fdp%2F9354400175%2Fref%3Dsr_1_156_sspa%3Fkeywords%3DBooks%26qid%3D1649735640%26sr%3D8-156-spons%26psc%3D1&qualifier=1649735640&id=3288976089916326&widgetName=sp_mtf,unkown,unknown,unknown
210,INDIA 2022 Year Book English Medium - 66th Edition Editors - Roma Chatterjee - Ajeet Singh Meena,unknown,https://amazon.in/INDIA-2022-Year-English-Medium/dp/B09WDJ2J1L/ref=sr_1_157?keywords=Books&qid=1649735640&sr=8-157,unkown,unknown,unknown
211,Activity Book - Maths,Maple Press,https://amazon.in/Activity-Book-Maths-Maple-Press/dp/9390602025/ref=sr_1_158?keywords=Books&qid=1649735640&sr=8-158,95,4.4 out of 5 stars,196
212,"My First Fun Activity Boxset of 4 Books: Spot the Difference, Mazes, Word Search & Dot to Dot",Wonder House Books,https://amazon.in/My-First-Fun-Activity-Boxset/dp/9389717558/ref=sr_1_159?keywords=Books&qid=1649735640&sr=8-159,209,4.6 out of 5 stars,365
213,Malgudi Adventures: Classic Tales for Children,unknown,https://amazon.in/Malgudi-Adventures-Narayan-R-K/dp/0143335901/ref=sr_1_160?keywords=Books&qid=1649735640&sr=8-160,unkown,unknown,unknown
214,Colouring Books Boxset: Pack of 12 Copy Colour Books for Children,Wonder House Books,https://amazon.in/Colouring-Books-Kids-Colour-Children/dp/9388369785/ref=sr_1_161?keywords=Books&qid=1649735640&sr=8-161,349,4.5 out of 5 stars,"2,818"
215,The Illustrated Stories Of Tenali Raman: Classic Tales From India,Wonder House Books,https://amazon.in/Illustrated-Stories-Tenali-Raman-Classic/dp/938956784X/ref=sr_1_162?keywords=Books&qid=1649735640&sr=8-162,169,4.6 out of 5 stars,"1,378"
216,"French Short Stories for Beginners Book 1: Over 100 Dialogues and Daily Used Phrases to Learn French in Your Car. Have Fun & Grow Your Vocabulary, with ... Lessons (French for Adults) (French Edition)",unknown,https://amazon.in/French-Short-Stories-Beginners-Book-ebook/dp/B08F5HWRDP/ref=sr_1_163?keywords=Books&qid=1649735640&sr=8-163,unkown,unknown,unknown
217,Vibhagiya Nayab Hisabnish Book Gyan Academy 2022| Nayab Hisabnish Book 2022,unknown,https://amazon.in/Vibhagiya-Nayab-Hisabnish-Book-Academy/dp/B09SR23D3G/ref=sr_1_164?keywords=Books&qid=1649735640&sr=8-164,unkown,unknown,unknown
218,The Time machine,unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A05661302GFSRL1888VD&url=%2FTime-machine-H-G-WELLS%2Fdp%2F9387585212%2Fref%3Dsr_1_165_sspa%3Fkeywords%3DBooks%26qid%3D1649735640%26sr%3D8-165-spons%26psc%3D1&qualifier=1649735640&id=3288976089916326&widgetName=sp_btf,unkown,unknown,unknown
219,The Big Secret for the Small Investor: A New Route to Long-Term Investment Success,Joel Greenblatt,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg10_1?ie=UTF8&adId=A102763037ZXSHPDUVVFB&url=%2FBig-Secret-Small-Investor-Investment-ebook%2Fdp%2FB0051BLTJO%2Fref%3Dsr_1_166_sspa%3Fkeywords%3DBooks%26qid%3D1649735640%26sr%3D8-166-spons%26psc%3D1&qualifier=1649735640&id=3288976089916326&widgetName=sp_btf,728.06,4.1 out of 5 stars,179
220,The Autobiography Of Benjamin Franklin,Benjamin Franklin,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A03976571716D83AUHG9P&url=%2FAutobiography-Benjamin-Franklin%2Fdp%2F938758514X%2Fref%3Dsr_1_161_sspa%3Fkeywords%3DBooks%26qid%3D1649735643%26sr%3D8-161-spons%26psc%3D1%26smid%3DAPLYOO3IHSCW0&qualifier=1649735643&id=6089972136331554&widgetName=sp_atf_next,113,4.4 out of 5 stars,"4,040"
221,My First Pop-Up Fairy Tales - Beauty And The Beast : Pop up Books for children,unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg11_1?ie=UTF8&adId=A02185631I8J95QHUDVEE&url=%2FMy-First-Pop-Up-Fairy-Tales%2Fdp%2F935440006X%2Fref%3Dsr_1_162_sspa%3Fkeywords%3DBooks%26qid%3D1649735643%26sr%3D8-162-spons%26psc%3D1&qualifier=1649735643&id=6089972136331554&widgetName=sp_atf_next,unkown,unknown,unknown
222,AN ANTIQUE MURDER an absolutely gripping murder mystery full of twists (The Oldminster Mysteries Book 2),NORMAN RUSSELL,https://amazon.in/ANTIQUE-absolutely-gripping-Oldminster-Mysteries-ebook/dp/B09R5V597T/ref=sr_1_163?keywords=Books&qid=1649735643&sr=8-163,0,4.3 out of 5 stars,858
223,Shri Rama Koti BIG/LARGE Size [Laksha naamaalu] 1book by Saibhadrakali [Paperback] Saibhadrakali,unknown,https://amazon.in/LARGE-Laksha-naamaalu-1book-Saibhadrakali/dp/B08PZD4Q2B/ref=sr_1_164?keywords=Books&qid=1649735643&sr=8-164,unkown,unknown,unknown
224,9 Year Wise UPSC Civil Services IAS Mains English (Compulsory) Solved Papers (2013 - 2022) 3rd Edition,unknown,https://amazon.in/Services-English-Compulsory-Solved-Papers/dp/9355640765/ref=sr_1_165?keywords=Books&qid=1649735643&sr=8-165,unkown,unknown,unknown
225,The Girl Who Drank the Moon,Kelly Barnhill,https://amazon.in/Girl-Who-Drank-Moon/dp/1848126476/ref=sr_1_166?keywords=Books&qid=1649735643&sr=8-166,290,4.5 out of 5 stars,"14,962"
226,"Combo Pack: Lakhmir Singh Class 10 Science (Biology, Physics, Chemistry) - Examination 2022-23",unknown,https://amazon.in/Combo-Pack-Lakhmir-Chemistry-Examination/dp/B09PKHZZMB/ref=sr_1_167?keywords=Books&qid=1649735643&sr=8-167,unkown,unknown,unknown
227,"NTA UGC NET / JRF / SET Paper 1 Question Bank All PYQs & Expected MCQs with Solutions - Updated New Edition 2022 - Way to JRF (Paperback, Navdeep Kaur)",unknown,https://amazon.in/Paper-Question-Bank-Expected-Solutions/dp/B09VPL1V86/ref=sr_1_168?keywords=Books&qid=1649735643&sr=8-168,unkown,unknown,unknown
228,"Edsmart English Writing Books- three letter word and Sentence Writing Practice Book, Fun and Educational 4 Line Handwriting Practice books for Kids for 4-7 years | Word Writing Book Set with Worksheets for CBSE",unknown,https://amazon.in/Sentence-Practice-Educational-Handwriting-Worksheets/dp/B09GP9KP5C/ref=sr_1_169?keywords=Books&qid=1649735643&sr=8-169,unkown,unknown,unknown
229,Brilliant Brain Activity Book 7+,unknown,https://amazon.in/Brilliant-Brain-Activity-Book-7/dp/9389281059/ref=sr_1_170?keywords=Books&qid=1649735643&sr=8-170,unkown,unknown,unknown
230,The Dhandho Investor: The Low-Risk Value Method to High Returns,Mohnish Pabrai,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A02296592H6ZCF96BFUS2&url=%2FDhandho-Investor-Low-Risk-Method-Returns-ebook%2Fdp%2FB07M5MNB3P%2Fref%3Dsr_1_171_sspa%3Fkeywords%3DBooks%26qid%3D1649735643%26sr%3D8-171-spons%26psc%3D1&qualifier=1649735643&id=6089972136331554&widgetName=sp_mtf,149,4.4 out of 5 stars,"1,977"
231,"NTA 34 Previous Year NEET Questions and Solutions, Best NEET 2022 Preparation Books, Revised Edition, Every NTA Neet 34 Years Questions, Physics Chemistry Biology",unknown,https://amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg11_1?ie=UTF8&adId=A08408972TI4NDV73DLRU&url=%2FPrevious-Questions-Solutions-Preparation-Chemistry%2Fdp%2F9391224792%2Fref%3Dsr_1_172_sspa%3Fkeywords%3DBooks%26qid%3D1649735643%26sr%3D8-172-spons%26psc%3D1&qualifier=1649735643&id=6089972136331554&widgetName=sp_mtf,unkown,unknown,unknown
232,Introductory Macroeconomics CBSE Class 12 Book (For 2023 Exam),unknown,https://amazon.in/Introductory-Macroeconomics-CBSE-Class-Book/dp/9356120404/ref=sr_1_173?keywords=Books&qid=1649735643&sr=8-173,unkown,unknown,unknown
233,30 Days to Better English,Norman Lewis,https://amazon.in/Days-Better-English-Lewis-Norman/dp/014344798X/ref=sr_1_174?keywords=Books&qid=1649735643&sr=8-174,145,4.1 out of 5 stars,445
234,Jolly Kids My First Book of Phonics Words Key to Letter Sound Relationship| Learning the Letter Sounds| Blending| Word Formatting| Sight Words| Phonic Activity Book for Kindergarten Ages 3-7 Years,unknown,https://amazon.in/Relationship-Learning-Blending-Formatting-Kindergarten/dp/938705411X/ref=sr_1_175?keywords=Books&qid=1649735643&sr=8-175,unkown,unknown,unknown
235,"French Short Stories for Beginners Book 1: Over 100 Dialogues and Daily Used Phrases to Learn French in Your Car. Have Fun & Grow Your Vocabulary, with ... Lessons (French for Adults) (French Edition)",unknown,https://amazon.in/French-Short-Stories-Beginners-Book-ebook/dp/B08F5HWRDP/ref=sr_1_176?keywords=Books&qid=1649735643&sr=8-176,unkown,unknown,unknown
236,MPSC Zero Error - English va Marathi Vishleshan 1984 till 2022,unknown,https://amazon.in/MPSC-Zero-Error-English-Vishleshan/dp/B09X73G7ZH/ref=sr_1_177?keywords=Books&qid=1649735643&sr=8-177,unkown,unknown,unknown
237,"QSHIXL Magic Practice Copybook, (4 BOOK + 10 REFILL ) Number Book for Preschoolers with Pen, Magic Calligraphy Copybook Set Reusable Writing Tool Simply Hand Lettering Stationery",unknown,https://amazon.in/Practice-Preschoolers-Calligraphy-Lettering-Stationery/dp/B09X47MTWK/ref=sr_1_178?keywords=Books&qid=1649735643&sr=8-178,unkown,unknown,unknown
238,"Oswaal CBSE Question Bank Chapterwise For Term 2, Class 10, Social Science (For 2022 Exam)",Oswaal Editorial Board,https://amazon.in/Oswaal-Question-Chapterwise-Social-Science/dp/9354636632/ref=sr_1_179?keywords=Books&qid=1649735643&sr=8-179,180,4.4 out of 5 stars,235
